4000,0,.,31/12/2016,14000,14000,,0.002,116000,9,1180,35,58000,,44000,44000,2,116000,44000,44000,.,2016201021613981696,29016000,44000,7073849,40000,15/04/2016,01/07/2016,0,0,2792038,116000,0,142153554,26/01/2016 05:24:10 a.m.,,.,58000,1,0,0,2,58000,122000,48000,44000,6000,4000,4000,44000,44000,.,0,
10000,0,.,31/12/2016,38000,38000,,0.002,270000,9,1180,72,135000,,97000,97000,2,270000,97000,97000,.,2016201021606119936,67270000,97000,4724716,87000,15/04/2016,01/07/2016,0,0,8849637,270000,0,141340703,25/01/2016 11:57:54 p.m.,,.,135000,1,0,0,2,135000,284000,107000,97000,14000,10000,10000,97000,97000,.,0,
4000,.,0,.,42000,42000,9,34,0.008,.,9,1180,76,84000,SOPORTE PREDIAL,42000,42000,0,.,42000,42000,0,2016201011622482688,10526000,42000,6934690,38000,15/04/2016,01/07/2016,.,0,9554305,.,0,143045210,26/01/2016 05:22:30 a.m.,10/04/2015,11.28,.,1,0,0,1,.,.,46000,42000,.,4000,4000,42000,42000,.,65-DEPOSITOS Y PARQUEADEROS,
168000,.,89000,.,0,0,192,60,0.006,.,9,1180,37,1683000,,1683000,1683000,3,.,1683000,1683000,0,2016201011615477504,295390000,1683000,.,1515000,15/04/2016,01/07/2016,.,0,1351424,.,0,142304219,26/01/2016 03:45:38 a.m.,,288.7,.,1,0,0,1,.,.,1851000,1683000,.,168000,168000,1683000,1683000,.,61-RESIDENCIALES URBANOS Y RURALES,
42000,.,0,.,0,0,12,31,0.008,.,3,1180,67,415000,SOPORTE PREDIAL,415000,415000,0,.,415000,415000,0,2016201011605660928,51836000,415000,2889674,373000,15/04/2016,01/07/2016,.,0,9456570,.,0,141288932,25/01/2016 05:33:17 p.m.,30/03/2015,17.31,.,1,0,0,1,.,.,457000,415000,.,42000,42000,415000,415000,.,62-COMERCIALES URBANOS Y RURALES,
17000,.,0,.,0,0,10,59,0.008,.,3,1180,51,168000,,168000,168000,5,.,168000,168000,0,2016201011610775808,21025000,168000,.,151000,15/04/2016,01/07/2016,.,0,1601563,.,0,141826648,26/01/2016 03:28:36 a.m.,,14.6,.,1,0,0,1,.,.,185000,168000,.,17000,17000,168000,168000,.,65-DEPOSITOS Y PARQUEADEROS,
40000,.,89000,.,56000,56000,90,00,0.006,.,9,1180,69,455000,SOPORTE PREDIAL,399000,399000,2,.,399000,399000,0,2016201011604811776,90744000,399000,4685081,359000,15/04/2016,01/07/2016,.,0,5065180,.,0,141195642,25/01/2016 04:20:16 p.m.,26/02/2015,151,.,1,0,0,1,.,.,439000,399000,.,40000,40000,399000,399000,.,61-RESIDENCIALES URBANOS Y RURALES,
16000,.,89000,.,296000,296000,66,00,0.006,.,9,1180,100,454000,SOPORTE PREDIAL,158000,158000,2,.,158000,158000,0,2016201011612188928,90465000,158000,954722,142000,15/04/2016,01/07/2016,.,0,580826,.,0,141972478,26/01/2016 06:55:12 a.m.,18/03/2015,195.5,.,1,0,0,1,.,.,174000,158000,.,16000,16000,158000,158000,.,61-RESIDENCIALES URBANOS Y RURALES,
12000,.,0,.,8000,8000,6,69,0.008,.,3,1180,114,126000,,118000,118000,4,.,118000,118000,0,2016201011604342016,15810000,118000,4751273,106000,15/04/2016,01/07/2016,.,0,9012206,.,0,141148644,26/01/2016 06:48:46 a.m.,,12,.,1,0,0,1,.,.,130000,118000,.,12000,12000,118000,118000,.,65-DEPOSITOS Y PARQUEADEROS,
119000,.,119000,.,0,0,96,40,0.0095,.,9,1180,95,1187000,SOPORTE PREDIAL,1187000,1187000,0,.,1187000,1187000,0,2016201011604396032,137434000,1187000,708718,1068000,15/04/2016,01/07/2016,.,0,9650617,.,0,141154033,26/01/2016 05:09:35 a.m.,10/04/2015,96.4,.,1,0,0,1,.,.,1306000,1187000,.,119000,119000,1187000,1187000,.,62-COMERCIALES URBANOS Y RURALES,
